상품명,규격,단위수량,표준바코드,본사바코드,대표바코드,물류바코드,상품구분,제품설명
비맥스에버정(60정*2),60정*2,1,18806581081020,,,,일반의약품,"로얄젤리,녹용이 함유된
프리미엄 종합 비타민제"
센스데이얼리체크,1개입,1,8806006158651,,,,비의약품,-
티엠플렉스캡슐,120c,1,8809306365767,,,,건강기능식품,요오드함유 미네랄
조아큐텐홍,60c*2,2,8807001101222,,,,건강기능식품,"콜레스테롤과 높은
혈압이 신경쓰일때"
브이멜라인장용정,10T,1,8800570006219,,,,일반의약품,"항염증성 소염효소제
염증,부기,상처"
체크엔혈당측정기,1EA,1,8800065106103,,,,비의약품,-
더나은포스트 신바이오틱스,180포,1,8809107717994,,,,건강기능식품,"신바이오틱+포스트바이오틱
1일 1포 요구르트맛(6개월)"
더나은포스트 신바이오틱,60포,1,8809107717994,,,,건강기능식품,"신바이오틱+포스트바이오틱
1일 1포 요구르트맛(2개월)"
더나은포스트 신바이오틱스,30포,1,8809107717994,,,,건강기능식품,"신바이오틱+포스트바이오틱
1일 1포 요구르트맛(1개월)"
아이엔젤톡톡점안액,0.4ml*30EA,1,8806495073039,,,,일반의약품,"눈의 피로,눈의 건조"
이도크린겔,500mL,1,8809703660090,,,,비의약품,-
한풍청폐탕엑스과립,5포,1,8806581037471,,,,일반의약품,"오래된 기침,가래가 있는
기침,호흡곤란을 동반한 기침"
맥그론과립,5포,1,8806581005357,,,,일반의약품,-
한풍소청룔탕엑시과립,5포,1,8806581076630,,,,일반의약품,"몸을 따뜻하게 해 맑은 콧물
및 기침에 효과"
코오푸론과립,5포,1,8806581079129,,,,일반의약품,"가래,기침 등에 먹는
한방 과립"
센스데이 체크,1EA,1,8806006158644,,,,비의약품,-
헬민리버스액,100ml,1,8806427069710,,,,일반의약품,UDCA함유한 간기능 개선제
아에르스탠다드베이직KF94(대형),1EA,1,8809493472224,,,,비의약품,-
뉴먼트엠지플러스큐,10c,1,8806636080322,,,,일반의약품,"1일 2회 복용
마그네슘 및 비타민B 보충"
애드빌연질캡슐,30T,1,8800516003722,,,,일반의약품,"두통,치통,생리통"
디펜 붙이는 핫팩,5매,1,8806109501828,,,,비의약품,-
다이야펜정400mg,1,1,8806575001983,,,,일반의약품,"고용량 이부프로펜400mg
근육통,관절통,인후통,치통"
수면엔정(84T),84T,1,8809325382110,,,,건강기능식품,-
비바롤캡슐,90c*2,1,8809306365804,,,,건강기능식품,"식물성 모체 오메가3
노유파 알파리놀렌산 880mg"
지큐랩비피도포스트바이오틱스,60C*2,1,8806018713480,,,,건강기능식품,"장건강,피부면역 개선"
트리사 롱핸들 혀크리너,1EA,1,7610196006330,,,,비의약품,-
센시안워크S,1EA,1,8806109189538,,,,비의약품,-
센코딜에프정,100T,1,8806418068746,,,,일반의약품,한방성진통제가 함유된 변비약
신통방통크림,120ml,1,8809338562653,,,,비의약품,-
NADA연예인퓨어폼마스크고급형,1EA,1,8809722040088,,,,비의약품,-
스트롱바이오틱스포르테,30c,1,8806052002618,,,,건강기능식품,"특허받은 덴마크유산균
non-GMO 식물성캡슐"
훼미닌실키87호 (자연흑갈색),60ml,1,8806022173676,,,,비의약품,-
훼미닌실키76호 (다크브라운),60ml,1,8806022173645,,,,비의약품,-
훼미닌실키73호 (모카브라운),60ml,1,8806022173621,,,,비의약품,-
잘크톤비타콜로,60정*2,1,8809659311350,,,,건강기능식품,성장기 우리아이에게~
실리웰골드연질캡슐,60c,1,8806436036512,,,,일반의약품,"식물성 성분 밀크시슬 간장제
독성간질환,간경변,만성간염"
비맥스비비정,60T,1,8806581061216,,,,일반의약품,"항산화,미네랄 기능성 비타민
기미,주근깨,구내염,육체피로"
엑세라민엑소정,60T,1,8806429055810,,,,일반의약품,"고함량 비타민B군+CoQ10
육체피로,신경통,구내염 등"
보성3단벨트구조허리보호대(M),1EA,1,8809072984063,,,,비의약품,-
코편하겐,32EA,1,8809756550003,,,,비의약품,-
스트레스릴렉스테아닌250,60T,1,8809325381274,,,,건강기능식품,-
비바이뮨,120c,1,8809306365286,,,,건강기능식품,"면역강화,면역기능유지
태반,아연함유,CFNCP함유"
더팜마미웰엽산620,90T,1,8809549776306,,,,일반의약품,"임산부 필수 영양소
천연엽산 620mcg(3개월)"
셀메드 카로플렉스,30포,1,8809306365156,,,,비의약품,-
프로비올,60C,1,8806022173393,,,,건강기능식품,"비오틴 2500으로 
모발 손톱을 관리"
센시안릴렉스 S,1EA,1,8806109189545,,,,비의약품,-
센시안릴렉스Y자,M/L,1,8806109189521,,,,비의약품,-
쎌티아이50+,60c,1,8809467500502,,,,건강기능식품,"만50세 이상 전용 유산균
보장균수 100억CFU"
장쾌락시럽,15ml,1,8806435065117,,,,일반의약품,천연 락툴로오스 안전한 변비약
파워콤프액,20ml,1,8806481039711,,,,일반의약품,인태반 먹고 활활 날아봐요
에이에프드림,1,60,8809513010696,,,,건강기능식품,활성형 엽산
신신삼소음액,10포,1,8806438031522,,,,일반의약품,"동의보감 처방 두통,발열,기침
無방부제"
한일멸균거즈(5x5),5매*20,1,8809232573212,,,,비의약품,-
그린포비돈스틱스왑,2EA,1,8806483002232,,,,일반의약품,"간편한 1회용 살균 소독제
상처,화상,수술부위 살균 소독"
백초수액,1병,1,8806436056213,,,,일반의약품,"멘톨함유로 청량한 생약소화제
소화불량,체함,과식,구토"
쎌티아이베이비프로바이오틱스,30포,1,8809467500366,,,,건강기능식품,"생후 처음 접하는 유산균
우유 및 유당 성분 배제"
엘포비키즈,30포,1,8809351281234,,,,건강기능식품,"어린이 유산균(아연,비타민)
가루 타입"
쎌티아이맘프로바이오틱스,60c,1,8809467500304,,,,건강기능식품,"임산부∙수유부 전용 유산균
보장균수 100억CFU"
아이엔젤톡톡점안액,0.4ml*30,1,8806495073022,,,,일반의약품,"눈의 피로,눈의 건조"
파라캅에스정,6T,1,8809625390655,,,,동물의약품,내부구충제
리펠로액(10-20kg),1.34ml*3EA,1,1348652743685,,,,동물의약품,"매달 사용하는 바르는
외부구충제약"
카봇튼튼이치약 (딸기향),80g,1,8809705641929,,,,비의약품,-
사라펜플라스타,10매,1,8806534041210,,,,일반의약품,"빠르고 효과 강한 파스
24시간효과지속"
사라펜플라스타,10매*4,4,2880653404121,,,,일반의약품,"빠르고 효과 강한 파스
24시간효과지속"
스카덤클리어겔,20g,1,8806438029925,,,,일반의약품,-
쎌티아이주니어,60c*2EA,2,8809467500571,,,,건강기능식품,"만10세~만19세 유산균
보장균수 100억CFU"
훼마틴에이시럽(앰플),10ml*10EA,10,8806446015644,,,,일반의약품,"액상타입의 흡수가 가장 빠르고
위장장애가 없는 철분제제"
마마보건용마스크KF80(초소형/흰색),1EA,1,8809734280021,,,,비의약품,-
헴프씨드설하유,32ml*3,1,8809306365712,,,,비의약품,-
솔박타액,160ml,1,8806419026318,,,,일반의약품,"피부 및 질 부위 감염 치료
질 세정제 희석 후 사용"
미가펜에스연질캡슐,10c,1,8806701044815,,,,일반의약품,-
덴큐플러스정(120정*2),120정*2EA,1,18806429064512,,,,일반의약품,"효과좋은 잇몸영양제
인사돌플러스 동일 제품"
프리미엄 인사이가돌,120T,1,8809418150480,,,,건강기능식품,"치아 결합조직 형성 기능 유지
하루 1알 복용"
푸레파인마일드연고,28g,1,8806429064010,,,,일반의약품,"멘톨이 빠져서 덜 자극적인
치질약"
케어온루테인,90c,1,8806119821671,,,,건강기능식품,침침하고 흐린 눈 건강에 도움
스토리버,10P,1,8809663530976,,,,비의약품,-
카봇튼튼이치약,80g,1,8809705641912,,,,비의약품,-
펜싹콜연질캡슐,10c,1,8800551021415,,,,일반의약품,"몸살감기 코 목에 사용하는
종합감기약"
챕스틱클래식스피어민트,4g,1,8806105403256,,,,비의약품,-
더팜어린콜라겐,30병,1,8809145476907,,,,비의약품,-
훼미닌실키85호(진한밤색),60nl,1,8806022173669,,,,비의약품,-
다산알벤다졸정400mg,2T,1,8806786017919,,,,일반의약품,"만2세도 먹을 수 있는
온가족 구충제(2정)"
그린스토어 박토블리스구강유산균,30T,1,8606109205081,,,,비의약품,-
닥터크린데이,100ml,1,8809717940072,,,,비의약품,-
비디울트라파인펜니들32G4mm,100EA,1,382903205660,,,,비의약품,-
웰킵스뉴스마트황사마스크KF94초소형,1EA,1,8809415361735,,,,비의약품,-
성광포스틱스왑액,2개*6P,1,8806574002820,,,,일반의약품,포비돈요오드
훼리너프캡슐,60c,1,8806436019515,,,,일반의약품,"저장철단백 제제로 생체
이용률이 높고,위장장애 적음"
맨담네오스프레이,220ml,1,8806003200100,,,,비의약품,-
센코딜에프,90T,1,8806418068739,,,,일반의약품,한방성진통제가 함유된 변비약
왕면봉,110p,1,8801489837963,,,,비의약품,-
미니집게(컬러),4p,1,8801489839929,,,,비의약품,-
더팜썬디연질캡슐1000IU,100c,1,8806119821343,,,,건강기능식품,"스위스산 비타민D 연질캡슐
성인용 1000IU(100일)"
마파람과립,5포,1,8806440043322,,,,일반의약품,-
맥타정,90T*3,1,2880644600271,,,,일반의약품,-
해피트립액,2포,1,8806265014620,,,,일반의약품,"멀미에 의한 어지러움·구토·
두통의 예방 및 완화"
신신아렉스정,10T,1,8806438021721,,,,일반의약품,"먹는 근이완∙진통제 근육통
∙관절통∙허리통증∙어깨통증"
시아플렉스미네랄죽염,30포*2,1,8809306365781,,,,비의약품,-
안티멜라닌,50ml,1,8809311211776,,,,비의약품,-
그린스토어 루테인아스타잔틴오메가3,60c,1,8809325382042,,,,건강기능식품,-
활명수유액,10ml*5,1,8806427065422,,,,일반의약품,"소화 장애및 소화 불량에 사용
(활명수의 농축형태)"
콩순이미니헤어샵,1EA,1,8809632251512,,,,비의약품,-
뮤니타스,90c,1,625349125214,,,,건강기능식품,-
동성사이안연질캡슐,120c,1,8806432005116,,,,일반의약품,"건조하고 피로한 눈에
사유가 들어간 눈영양제"
지큐랩베베플러스프로바이오틱스,30P,1,8806018713213,,,,건강기능식품,"우리아이 장건강,면역력 개선"
패티어린이립밤(바나나향),1EA,1,8809563631384,,,,일반의약품,입술이 갈라질 때 보습
루피어린이립밤(복숭아향),1EA,1,8809563631391,,,,일반의약품,복숭아향 어린이 립밤
뽀로로어린이립밤(포도향),1EA,1,8809563631360,,,,일반의약품,뽀로로와 함께하는 입술보호
투엑스비듀얼정,60T,1,8806581079716,,,,일반의약품,종합비타민(육체피로)
조아경옥고,30포*2,1,2880644604142,,,,일반의약품,고품격 자양강장/면역력증강
레이디원연질캡슐,10c,1,8800543005317,,,,일반의약품,붓기를 동반한 생리통약
모앤굿정,60T,1,700900986595,,,,건강기능식품,-
임팩칸연질캡슐75mg,1c,1,8806625043611,,,,일반의약품,"비타민A+B+D 함유 종합비타민
피로회복과 눈 건조감을 동시에"
프로캄후시메디리커버리크림,50ml,1,8809597280190,,,,비의약품,-
폴리덴트 오버나이트 취침전 틀니 세정제,48T,1,8806105402709,,,,비의약품,-
오큐쿨,20p,1,8806038000249,,,,비의약품,-
트라보겐크림,20G,1,8806267001413,,,,일반의약품,무좀약(이소코나졸질산염)
제이부틴정,10T,1,8806448061618,,,,일반의약품,위장관 운동 조절제
셀메드 시아플렉스 크림,100ml,1,8809306365101,,,,비의약품,-
셀메드 글리시리진 로션,1,1,8809306365750,,,,비의약품,-
하이맘폼액티브케어(중형),5매,1,8800048007533,,,,비의약품,-
하이맘폼액티브케어(소형),6매,1,8800048007557,,,,비의약품,-
써큐란알파,180c,1,8806011436416,,,,건강기능식품,혈행 및 기억력 개선에 도움
멜록시캐시CH,50T,1,6260057921343,,,,동물의약품,-
지닥터,50매,1,8806128340323,,,,비의약품,-
그린스토어 YO[요],42T,1,8809325382073,,,,건강기능식품,-
더파르마디엠지,240T,1,8809549777891,,,,건강기능식품,-
아르니젤,45g,1,8806017000239,,,,비의약품,-
뉴 판데스,350g,1,8809392803235,,,,비의약품,-
닥터 그린데이 에스,500ml,1,8809717940096,,,,비의약품,-
락토500키즈,30포,1,8809543740105,,,,건강기능식품,"보장균수 70억/1일 1포
아이 맞춤 신바이오틱스"
제일디쿨24,10매입,1,8800543005027,,,,일반의약품,시원하고 효과빠른 플라스타
훼라썬비타민2000,90T,1,8806119821534,,,,건강기능식품,비타민 D 2000IU 함유
지큐랩키즈플러스,30포,1,8806018712988,,,,건강기능식품,"장내 유익균 보충,면역력 증진"
징코티카에스캡슐,120c,1,8806001090055,,,,건강기능식품,"기억력,혈행개선에 도움을 줌"
하벤유에스캡슐,10C,1,8806428026224,,,,일반의약품,"카페인이 함유된 코감기약
1일 3회,1cap씩 복용"
코트리나캡슐,10c,1,8806422044613,,,,일반의약품,"콧물,코막힘,비염 개선
카페인 함유덜졸려요"
신신UDCA 50mg,90c,1,8806438032819,,,,건강기능식품,"만성 간질환의 간기능 개선제
간기능개선∙육체피로"
동아스킨가드클리어패치,48매,1,8806011636663,,,,비의약품,-
동아스킨가드프리컷플러스,1매,1,8806011636625,,,8806011636236,비의약품,-
미놀에프트로키(모과맛),36T,1,8806476030174,,,,일반의약품,-
마이니액티브엽산플러스,60T,1,8806018712759,,,,건강기능식품,-
비타500원스틱,2g*20포,1,8806002019246,,,,비의약품,-
아르니젤,45g,1,8470002395749,,,,비의약품,-
캐롤키즈에이시럽,10포,1,8806429064225,,,,일반의약품,"어린이 해열,진통제 시럽"
투엑스비듀얼정,120T,1,18806581079713,,,,일반의약품,종합비타민(육체피로)
덴티프로자임,120T,1,8809715490074,,,,건강기능식품,"프로폴리스+칼슘+비타민D
1일 1정 잇몸영양제(4개월)"
챕스틱클래식(체리),4g,1,8806105403232,,,,비의약품,-
챕스틱클래식(스트로베리),4g,1,8806105403249,,,,비의약품,-
챕스틱클래식(오리지널),4g,1,8806105403263,,,,비의약품,-
제텐씨,60T,1,8806435022714,,,,일반의약품,아연 보강된 활력 비타민
티쥼 비접촉적외선체온계RZBP-060,1EA,1,8809689170057,,,,비의약품,-
훼럼키드액,60ml,1,8806449047147,,,,일반의약품,"액상타입의 흡수가 가장 빠르고
위장장애가 없는 철분제제"
프로캄후시메디리커버리크림,50ml,1,8809597280183,,,,비의약품,-
덴탈큐정,300T,1,1880644914781,,,,일반의약품,"효과좋은 잇몸영양제
인사돌플러스 동일 제품"
위모닝정,20T,1,8806966020418,,,,일반의약품,"속쓰림,신트림,위통
구역,구토,소화불량"
타이거밤 릴리프,25g,1,8888650403509,,,,비의약품,-
더팜마그네슘RX350,90T,1,8806119821299,,,,건강기능식품,"고함량 마그네슘 테아닌
+B6로 스트레스 완화까지"
더팜아연RX25,90T,1,8806119821282,,,,건강기능식품,"흡수율높은 미국산 글루콘산아연
면역 필수 영양제(3개월)"
미안 점안액(순),14ml,1,8806417058717,,,,일반의약품,-
미안블루점안액,14ml,1,8806496054211,,,,일반의약품,-
미안케어점안액,14ml,1,8806496054310,,,,일반의약품,-
그린스토어 슈퍼 프로바이오틱스,30c,1,8809325382080,,,,건강기능식품,-
티눈스립에이액,15ml,1,8806476009729,,,,일반의약품,티눈액
풍성신생아면봉,30P,1,8807494000187,,,,비의약품,아기들이 사용해도 안전한 면봉
레볼루션레드독스(10kg~20kg),3EA,1,5414736038384,,,,동물의약품,"임신중 사용가능한 바르는
심장사상충약"
TS타스황사미세먼지마스크KF94,1EA,1,8809739050001,,,,비의약품,-
페인엔젤레이디연질캡슐,12c,1,8806449148011,,,,일반의약품,속쓰림 덜한 생리통 완화약
에센셜뷰티콜라겐,90p,1,8809648831067,,,,건강기능식품,피부탄력 콜라겐
미안점안액(쿨하이),14ml,1,8806417058731,,,,일반의약품,-
미안 점안액(쿨),14ml,1,8806417058724,,,,일반의약품,-
파모큐10mg,60정,1,8806421055825,,,,일반의약품,"위산분비억제제
파모티딘"
파모큐10mg,20정,1,8806421055818,,,,일반의약품,"위산분비억제제
파모티딘"
결콜라겐플러스,60포,1,8806102877906,,,,건강기능식품,-
애드빌리퀴겔연질캡슐,10C,1,8800516003715,,,,일반의약품,"두통,치통,생리통"
